category,sales,category_total_sales
Office Supplies,102,3787330.0
Office Supplies,103,3787330.0
Office Supplies,29,3787330.0
Office Supplies,12,3787330.0
Office Supplies,295,3787330.0
Office Supplies,158,3787330.0
Office Supplies,19,3787330.0
Office Supplies,85,3787330.0
Office Supplies,14,3787330.0
Office Supplies,7,3787330.0
Office Supplies,135,3787330.0
Office Supplies,119,3787330.0
Office Supplies,20,3787330.0
Office Supplies,24,3787330.0
Office Supplies,43,3787330.0
Office Supplies,14,3787330.0
Office Supplies,23,3787330.0
Office Supplies,29,3787330.0
Office Supplies,50,3787330.0
Office Supplies,29,3787330.0
Office Supplies,13,3787330.0
Office Supplies,58,3787330.0
Office Supplies,11,3787330.0
Office Supplies,6,3787330.0
Office Supplies,18,3787330.0
Office Supplies,230,3787330.0
Office Supplies,24,3787330.0
Office Supplies,53,3787330.0
Office Supplies,48,3787330.0
Office Supplies,14,3787330.0
Office Supplies,11,3787330.0
Office Supplies,7,3787330.0
Office Supplies,12,3787330.0
Office Supplies,38,3787330.0
Office Supplies,17,3787330.0
Office Supplies,192,3787330.0
Office Supplies,11,3787330.0
Office Supplies,88,3787330.0
Office Supplies,10,3787330.0
Office Supplies,38,3787330.0
Office Supplies,26,3787330.0
Office Supplies,164,3787330.0
Office Supplies,21,3787330.0
Office Supplies,40,3787330.0
Office Supplies,6,3787330.0
Office Supplies,6,3787330.0
Office Supplies,17,3787330.0
Office Supplies,16,3787330.0
Office Supplies,11,3787330.0
Office Supplies,21,3787330.0
Office Supplies,6,3787330.0
Office Supplies,100,3787330.0
Office Supplies,4,3787330.0
Office Supplies,6,3787330.0
Office Supplies,35,3787330.0
Office Supplies,181,3787330.0
Office Supplies,39,3787330.0
Office Supplies,34,3787330.0
Office Supplies,5,3787330.0
Office Supplies,16,3787330.0
Office Supplies,24,3787330.0
Office Supplies,8,3787330.0
Office Supplies,58,3787330.0
Office Supplies,75,3787330.0
Office Supplies,29,3787330.0
Office Supplies,7,3787330.0
Office Supplies,25,3787330.0
Office Supplies,15,3787330.0
Office Supplies,13,3787330.0
Office Supplies,25,3787330.0
Office Supplies,40,3787330.0
Office Supplies,55,3787330.0
Office Supplies,27,3787330.0
Office Supplies,20,3787330.0
Office Supplies,112,3787330.0
Office Supplies,50,3787330.0
Office Supplies,8,3787330.0
Office Supplies,67,3787330.0
Office Supplies,50,3787330.0
Office Supplies,91,3787330.0
Office Supplies,58,3787330.0
Office Supplies,39,3787330.0
Office Supplies,66,3787330.0
Office Supplies,6,3787330.0
Office Supplies,21,3787330.0
Office Supplies,86,3787330.0
Office Supplies,25,3787330.0
Office Supplies,100,3787330.0
Office Supplies,64,3787330.0
Office Supplies,118,3787330.0
Office Supplies,44,3787330.0
Office Supplies,26,3787330.0
Office Supplies,32,3787330.0
Office Supplies,108,3787330.0
Office Supplies,65,3787330.0
Office Supplies,30,3787330.0
Office Supplies,34,3787330.0
Office Supplies,21,3787330.0
Office Supplies,55,3787330.0
Office Supplies,18,3787330.0
Office Supplies,245,3787330.0
Office Supplies,146,3787330.0
Office Supplies,126,3787330.0
Office Supplies,59,3787330.0
Office Supplies,63,3787330.0
Office Supplies,161,3787330.0
Office Supplies,97,3787330.0
Office Supplies,50,3787330.0
Office Supplies,63,3787330.0
Office Supplies,89,3787330.0
Office Supplies,259,3787330.0
Office Supplies,70,3787330.0
Office Supplies,12,3787330.0
Office Supplies,18,3787330.0
Office Supplies,85,3787330.0
Office Supplies,29,3787330.0
Office Supplies,34,3787330.0
Office Supplies,202,3787330.0
Office Supplies,8,3787330.0
Office Supplies,27,3787330.0
Office Supplies,13,3787330.0
Office Supplies,27,3787330.0
Office Supplies,35,3787330.0
Office Supplies,303,3787330.0
Office Supplies,7,3787330.0
Office Supplies,58,3787330.0
Office Supplies,246,3787330.0
Office Supplies,145,3787330.0
Office Supplies,27,3787330.0
Office Supplies,7,3787330.0
Office Supplies,31,3787330.0
Office Supplies,62,3787330.0
Office Supplies,235,3787330.0
Office Supplies,154,3787330.0
Office Supplies,30,3787330.0
Office Supplies,28,3787330.0
Office Supplies,13,3787330.0
Office Supplies,8,3787330.0
Office Supplies,24,3787330.0
Office Supplies,14,3787330.0
Office Supplies,40,3787330.0
Office Supplies,70,3787330.0
Office Supplies,81,3787330.0
Office Supplies,41,3787330.0
Office Supplies,255,3787330.0
Office Supplies,120,3787330.0
Office Supplies,205,3787330.0
Office Supplies,52,3787330.0
Office Supplies,215,3787330.0
Office Supplies,344,3787330.0
Office Supplies,119,3787330.0
Office Supplies,100,3787330.0
Office Supplies,305,3787330.0
Office Supplies,581,3787330.0
Office Supplies,276,3787330.0
Office Supplies,349,3787330.0
Office Supplies,63,3787330.0
Office Supplies,321,3787330.0
Office Supplies,174,3787330.0
Office Supplies,497,3787330.0
Office Supplies,179,3787330.0
Office Supplies,166,3787330.0
Office Supplies,93,3787330.0
Office Supplies,215,3787330.0
Office Supplies,535,3787330.0
Office Supplies,85,3787330.0
Office Supplies,720,3787330.0
Office Supplies,169,3787330.0
Office Supplies,126,3787330.0
Office Supplies,114,3787330.0
Office Supplies,112,3787330.0
Office Supplies,102,3787330.0
Office Supplies,204,3787330.0
Office Supplies,103,3787330.0
Office Supplies,165,3787330.0
Office Supplies,370,3787330.0
Office Supplies,308,3787330.0
Office Supplies,184,3787330.0
Office Supplies,203,3787330.0
Office Supplies,361,3787330.0
Office Supplies,146,3787330.0
Office Supplies,207,3787330.0
Office Supplies,106,3787330.0
Office Supplies,259,3787330.0
Office Supplies,86,3787330.0
Office Supplies,1659,3787330.0
Office Supplies,196,3787330.0
Office Supplies,93,3787330.0
Office Supplies,215,3787330.0
Office Supplies,209,3787330.0
Office Supplies,46,3787330.0
Office Supplies,368,3787330.0
Office Supplies,24,3787330.0
Office Supplies,236,3787330.0
Office Supplies,463,3787330.0
Office Supplies,105,3787330.0
Office Supplies,336,3787330.0
Office Supplies,324,3787330.0
Office Supplies,102,3787330.0
Office Supplies,1626,3787330.0
Office Supplies,212,3787330.0
Office Supplies,171,3787330.0
Office Supplies,122,3787330.0
Office Supplies,256,3787330.0
Office Supplies,389,3787330.0
Office Supplies,221,3787330.0
Office Supplies,963,3787330.0
Office Supplies,358,3787330.0
Office Supplies,86,3787330.0
Office Supplies,154,3787330.0
Office Supplies,291,3787330.0
Office Supplies,237,3787330.0
Office Supplies,247,3787330.0
Office Supplies,1580,3787330.0
Office Supplies,82,3787330.0
Office Supplies,1133,3787330.0
Office Supplies,465,3787330.0
Office Supplies,202,3787330.0
Office Supplies,51,3787330.0
Office Supplies,176,3787330.0
Office Supplies,122,3787330.0
Office Supplies,53,3787330.0
Office Supplies,217,3787330.0
Office Supplies,77,3787330.0
Office Supplies,112,3787330.0
Office Supplies,159,3787330.0
Office Supplies,131,3787330.0
Office Supplies,110,3787330.0
Office Supplies,86,3787330.0
Office Supplies,47,3787330.0
Office Supplies,349,3787330.0
Office Supplies,32,3787330.0
Office Supplies,78,3787330.0
Office Supplies,255,3787330.0
Office Supplies,4306,3787330.0
Office Supplies,60,3787330.0
Office Supplies,135,3787330.0
Office Supplies,57,3787330.0
Office Supplies,167,3787330.0
Office Supplies,171,3787330.0
Office Supplies,75,3787330.0
Office Supplies,116,3787330.0
Office Supplies,438,3787330.0
Office Supplies,74,3787330.0
Office Supplies,168,3787330.0
Office Supplies,666,3787330.0
Office Supplies,59,3787330.0
Office Supplies,124,3787330.0
Office Supplies,76,3787330.0
Office Supplies,99,3787330.0
Office Supplies,677,3787330.0
Office Supplies,146,3787330.0
Office Supplies,206,3787330.0
Office Supplies,85,3787330.0
Office Supplies,120,3787330.0
Office Supplies,102,3787330.0
Office Supplies,42,3787330.0
Office Supplies,285,3787330.0
Office Supplies,56,3787330.0
Office Supplies,142,3787330.0
Office Supplies,229,3787330.0
Office Supplies,66,3787330.0
Office Supplies,66,3787330.0
Office Supplies,127,3787330.0
Office Supplies,88,3787330.0
Office Supplies,36,3787330.0
Office Supplies,137,3787330.0
Office Supplies,418,3787330.0
Office Supplies,67,3787330.0
Office Supplies,158,3787330.0
Office Supplies,46,3787330.0
Office Supplies,263,3787330.0
Office Supplies,149,3787330.0
Office Supplies,49,3787330.0
Office Supplies,84,3787330.0
Office Supplies,642,3787330.0
Office Supplies,41,3787330.0
Office Supplies,35,3787330.0
Office Supplies,63,3787330.0
Office Supplies,77,3787330.0
Office Supplies,63,3787330.0
Office Supplies,157,3787330.0
Office Supplies,94,3787330.0
Office Supplies,84,3787330.0
Office Supplies,65,3787330.0
Office Supplies,44,3787330.0
Office Supplies,39,3787330.0
Office Supplies,86,3787330.0
Office Supplies,66,3787330.0
Office Supplies,161,3787330.0
Office Supplies,657,3787330.0
Office Supplies,109,3787330.0
Office Supplies,242,3787330.0
Office Supplies,110,3787330.0
Office Supplies,705,3787330.0
Office Supplies,55,3787330.0
Office Supplies,987,3787330.0
Office Supplies,51,3787330.0
Office Supplies,1033,3787330.0
Office Supplies,275,3787330.0
Office Supplies,165,3787330.0
Office Supplies,387,3787330.0
Office Supplies,115,3787330.0
Office Supplies,189,3787330.0
Office Supplies,59,3787330.0
Office Supplies,235,3787330.0
Office Supplies,35,3787330.0
Office Supplies,150,3787330.0
Office Supplies,642,3787330.0
Office Supplies,245,3787330.0
Office Supplies,157,3787330.0
Office Supplies,75,3787330.0
Office Supplies,127,3787330.0
Office Supplies,90,3787330.0
Office Supplies,206,3787330.0
Office Supplies,1058,3787330.0
Office Supplies,186,3787330.0
Office Supplies,115,3787330.0
Office Supplies,54,3787330.0
Office Supplies,180,3787330.0
Office Supplies,159,3787330.0
Office Supplies,297,3787330.0
Office Supplies,84,3787330.0
Office Supplies,132,3787330.0
Office Supplies,100,3787330.0
Office Supplies,852,3787330.0
Office Supplies,796,3787330.0
Office Supplies,105,3787330.0
Office Supplies,187,3787330.0
Office Supplies,47,3787330.0
Office Supplies,212,3787330.0
Office Supplies,278,3787330.0
Office Supplies,1270,3787330.0
Office Supplies,90,3787330.0
Office Supplies,291,3787330.0
Office Supplies,64,3787330.0
Office Supplies,66,3787330.0
Office Supplies,188,3787330.0
Office Supplies,315,3787330.0
Office Supplies,325,3787330.0
Office Supplies,114,3787330.0
Office Supplies,65,3787330.0
Office Supplies,35,3787330.0
Office Supplies,244,3787330.0
Office Supplies,234,3787330.0
Office Supplies,176,3787330.0
Office Supplies,118,3787330.0
Office Supplies,119,3787330.0
Office Supplies,280,3787330.0
Office Supplies,141,3787330.0
Office Supplies,236,3787330.0
Office Supplies,254,3787330.0
Office Supplies,155,3787330.0
Office Supplies,74,3787330.0
Office Supplies,193,3787330.0
Office Supplies,43,3787330.0
Office Supplies,1193,3787330.0
Office Supplies,90,3787330.0
Office Supplies,158,3787330.0
Office Supplies,91,3787330.0
Office Supplies,147,3787330.0
Office Supplies,33,3787330.0
Office Supplies,1273,3787330.0
Office Supplies,169,3787330.0
Office Supplies,323,3787330.0
Office Supplies,140,3787330.0
Office Supplies,71,3787330.0
Office Supplies,373,3787330.0
Office Supplies,818,3787330.0
Office Supplies,99,3787330.0
Office Supplies,45,3787330.0
Office Supplies,64,3787330.0
Office Supplies,159,3787330.0
Office Supplies,122,3787330.0
Office Supplies,102,3787330.0
Office Supplies,62,3787330.0
Office Supplies,110,3787330.0
Office Supplies,291,3787330.0
Office Supplies,133,3787330.0
Office Supplies,82,3787330.0
Office Supplies,42,3787330.0
Office Supplies,99,3787330.0
Office Supplies,135,3787330.0
Office Supplies,79,3787330.0
Office Supplies,282,3787330.0
Office Supplies,68,3787330.0
Office Supplies,376,3787330.0
Office Supplies,93,3787330.0
Office Supplies,50,3787330.0
Office Supplies,67,3787330.0
Office Supplies,156,3787330.0
Office Supplies,63,3787330.0
Office Supplies,193,3787330.0
Office Supplies,30,3787330.0
Office Supplies,107,3787330.0
Office Supplies,514,3787330.0
Office Supplies,144,3787330.0
Office Supplies,231,3787330.0
Office Supplies,183,3787330.0
Office Supplies,86,3787330.0
Office Supplies,56,3787330.0
Office Supplies,48,3787330.0
Office Supplies,27,3787330.0
Office Supplies,92,3787330.0
Office Supplies,56,3787330.0
Office Supplies,145,3787330.0
Office Supplies,106,3787330.0
Office Supplies,84,3787330.0
Office Supplies,205,3787330.0
Office Supplies,114,3787330.0
Office Supplies,49,3787330.0
Office Supplies,176,3787330.0
Office Supplies,130,3787330.0
Office Supplies,52,3787330.0
Office Supplies,510,3787330.0
Office Supplies,69,3787330.0
Office Supplies,112,3787330.0
Office Supplies,99,3787330.0
Office Supplies,72,3787330.0
Office Supplies,70,3787330.0
Office Supplies,27,3787330.0
Office Supplies,43,3787330.0
Office Supplies,392,3787330.0
Office Supplies,111,3787330.0
Office Supplies,112,3787330.0
Office Supplies,89,3787330.0
Office Supplies,190,3787330.0
Office Supplies,173,3787330.0
Office Supplies,228,3787330.0
Office Supplies,99,3787330.0
Office Supplies,119,3787330.0
Office Supplies,64,3787330.0
Office Supplies,231,3787330.0
Office Supplies,119,3787330.0
Office Supplies,135,3787330.0
Office Supplies,37,3787330.0
Office Supplies,64,3787330.0
Office Supplies,43,3787330.0
Office Supplies,111,3787330.0
Office Supplies,22,3787330.0
Office Supplies,96,3787330.0
Office Supplies,68,3787330.0
Office Supplies,207,3787330.0
Office Supplies,261,3787330.0
Office Supplies,178,3787330.0
Office Supplies,60,3787330.0
Office Supplies,57,3787330.0
Office Supplies,142,3787330.0
Office Supplies,233,3787330.0
Office Supplies,98,3787330.0
Office Supplies,512,3787330.0
Office Supplies,75,3787330.0
Office Supplies,95,3787330.0
Office Supplies,112,3787330.0
Office Supplies,1987,3787330.0
Office Supplies,44,3787330.0
Office Supplies,50,3787330.0
Office Supplies,198,3787330.0
Office Supplies,66,3787330.0
Office Supplies,197,3787330.0
Office Supplies,1241,3787330.0
Office Supplies,66,3787330.0
Office Supplies,127,3787330.0
Office Supplies,18,3787330.0
Office Supplies,96,3787330.0
Office Supplies,58,3787330.0
Office Supplies,103,3787330.0
Office Supplies,207,3787330.0
Office Supplies,111,3787330.0
Office Supplies,19,3787330.0
Office Supplies,95,3787330.0
Office Supplies,146,3787330.0
Office Supplies,52,3787330.0
Office Supplies,29,3787330.0
Office Supplies,106,3787330.0
Office Supplies,67,3787330.0
Office Supplies,215,3787330.0
Office Supplies,378,3787330.0
Office Supplies,77,3787330.0
Office Supplies,100,3787330.0
Office Supplies,56,3787330.0
Office Supplies,66,3787330.0
Office Supplies,546,3787330.0
Office Supplies,516,3787330.0
Office Supplies,60,3787330.0
Office Supplies,63,3787330.0
Office Supplies,528,3787330.0
Office Supplies,828,3787330.0
Office Supplies,42,3787330.0
Office Supplies,119,3787330.0
Office Supplies,508,3787330.0
Office Supplies,45,3787330.0
Office Supplies,216,3787330.0
Office Supplies,76,3787330.0
Office Supplies,160,3787330.0
Office Supplies,268,3787330.0
Office Supplies,1497,3787330.0
Office Supplies,43,3787330.0
Office Supplies,268,3787330.0
Office Supplies,99,3787330.0
Office Supplies,82,3787330.0
Office Supplies,54,3787330.0
Office Supplies,249,3787330.0
Office Supplies,829,3787330.0
Office Supplies,37,3787330.0
Office Supplies,59,3787330.0
Office Supplies,54,3787330.0
Office Supplies,67,3787330.0
Office Supplies,111,3787330.0
Office Supplies,43,3787330.0
Office Supplies,57,3787330.0
Office Supplies,54,3787330.0
Office Supplies,66,3787330.0
Office Supplies,64,3787330.0
Office Supplies,22,3787330.0
Office Supplies,2080,3787330.0
Office Supplies,52,3787330.0
Office Supplies,188,3787330.0
Office Supplies,59,3787330.0
Office Supplies,73,3787330.0
Office Supplies,93,3787330.0
Office Supplies,2105,3787330.0
Office Supplies,46,3787330.0
Office Supplies,174,3787330.0
Office Supplies,48,3787330.0
Office Supplies,40,3787330.0
Office Supplies,26,3787330.0
Office Supplies,89,3787330.0
Office Supplies,70,3787330.0
Office Supplies,141,3787330.0
Office Supplies,47,3787330.0
Office Supplies,90,3787330.0
Office Supplies,81,3787330.0
Office Supplies,54,3787330.0
Office Supplies,108,3787330.0
Office Supplies,34,3787330.0
Office Supplies,63,3787330.0
Office Supplies,115,3787330.0
Office Supplies,71,3787330.0
Office Supplies,184,3787330.0
Office Supplies,422,3787330.0
Office Supplies,164,3787330.0
Office Supplies,56,3787330.0
Office Supplies,94,3787330.0
Office Supplies,78,3787330.0
Office Supplies,130,3787330.0
Office Supplies,211,3787330.0
Office Supplies,50,3787330.0
Office Supplies,75,3787330.0
Office Supplies,48,3787330.0
Office Supplies,87,3787330.0
Office Supplies,94,3787330.0
Office Supplies,149,3787330.0
Office Supplies,165,3787330.0
Office Supplies,54,3787330.0
Office Supplies,132,3787330.0
Office Supplies,90,3787330.0
Office Supplies,65,3787330.0
Office Supplies,42,3787330.0
Office Supplies,56,3787330.0
Office Supplies,62,3787330.0
Office Supplies,34,3787330.0
Office Supplies,54,3787330.0
Office Supplies,60,3787330.0
Office Supplies,165,3787330.0
Office Supplies,75,3787330.0
Office Supplies,71,3787330.0
Office Supplies,32,3787330.0
Office Supplies,36,3787330.0
Office Supplies,63,3787330.0
Office Supplies,113,3787330.0
Office Supplies,83,3787330.0
Office Supplies,114,3787330.0
Office Supplies,80,3787330.0
Office Supplies,66,3787330.0
Office Supplies,140,3787330.0
Office Supplies,900,3787330.0
Office Supplies,30,3787330.0
Office Supplies,33,3787330.0
Office Supplies,51,3787330.0
Office Supplies,143,3787330.0
Office Supplies,34,3787330.0
Office Supplies,41,3787330.0
Office Supplies,81,3787330.0
Office Supplies,40,3787330.0
Office Supplies,250,3787330.0
Office Supplies,54,3787330.0
Office Supplies,94,3787330.0
Office Supplies,158,3787330.0
Office Supplies,1487,3787330.0
Office Supplies,155,3787330.0
Office Supplies,81,3787330.0
Office Supplies,55,3787330.0
Office Supplies,28,3787330.0
Office Supplies,13,3787330.0
Office Supplies,58,3787330.0
Office Supplies,201,3787330.0
Office Supplies,80,3787330.0
Office Supplies,155,3787330.0
Office Supplies,1709,3787330.0
Office Supplies,28,3787330.0
Office Supplies,32,3787330.0
Office Supplies,51,3787330.0
Office Supplies,45,3787330.0
Office Supplies,145,3787330.0
Office Supplies,37,3787330.0
Office Supplies,158,3787330.0
Office Supplies,385,3787330.0
Office Supplies,84,3787330.0
Office Supplies,174,3787330.0
Office Supplies,79,3787330.0
Office Supplies,45,3787330.0
Office Supplies,67,3787330.0
Office Supplies,111,3787330.0
Office Supplies,22,3787330.0
Office Supplies,79,3787330.0
Office Supplies,81,3787330.0
Office Supplies,71,3787330.0
Office Supplies,58,3787330.0
Office Supplies,158,3787330.0
Office Supplies,39,3787330.0
Office Supplies,45,3787330.0
Office Supplies,8,3787330.0
Office Supplies,38,3787330.0
Office Supplies,13,3787330.0
Office Supplies,109,3787330.0
Office Supplies,93,3787330.0
Office Supplies,57,3787330.0
Office Supplies,57,3787330.0
Office Supplies,20,3787330.0
Office Supplies,21,3787330.0
Office Supplies,68,3787330.0
Office Supplies,28,3787330.0
Office Supplies,36,3787330.0
Office Supplies,141,3787330.0
Office Supplies,122,3787330.0
Office Supplies,39,3787330.0
Office Supplies,120,3787330.0
Office Supplies,194,3787330.0
Office Supplies,33,3787330.0
Office Supplies,32,3787330.0
Office Supplies,1123,3787330.0
Office Supplies,77,3787330.0
Office Supplies,60,3787330.0
Office Supplies,65,3787330.0
Office Supplies,34,3787330.0
Office Supplies,102,3787330.0
Office Supplies,90,3787330.0
Office Supplies,77,3787330.0
Office Supplies,47,3787330.0
Office Supplies,17,3787330.0
Office Supplies,18,3787330.0
Office Supplies,22,3787330.0
Office Supplies,57,3787330.0
Office Supplies,114,3787330.0
Office Supplies,74,3787330.0
Office Supplies,25,3787330.0
Office Supplies,55,3787330.0
Office Supplies,24,3787330.0
Office Supplies,56,3787330.0
Office Supplies,406,3787330.0
Office Supplies,28,3787330.0
Office Supplies,24,3787330.0
Office Supplies,113,3787330.0
Office Supplies,13,3787330.0
Office Supplies,283,3787330.0
Office Supplies,53,3787330.0
Office Supplies,38,3787330.0
Office Supplies,34,3787330.0
Office Supplies,258,3787330.0
Office Supplies,22,3787330.0
Office Supplies,34,3787330.0
Office Supplies,33,3787330.0
Office Supplies,26,3787330.0
Office Supplies,15,3787330.0
Office Supplies,29,3787330.0
Office Supplies,97,3787330.0
Office Supplies,83,3787330.0
Office Supplies,33,3787330.0
Office Supplies,65,3787330.0
Office Supplies,44,3787330.0
Office Supplies,28,3787330.0
Office Supplies,21,3787330.0
Office Supplies,77,3787330.0
Office Supplies,29,3787330.0
Office Supplies,64,3787330.0
Office Supplies,17,3787330.0
Office Supplies,132,3787330.0
Office Supplies,10,3787330.0
Office Supplies,38,3787330.0
Office Supplies,35,3787330.0
Office Supplies,13,3787330.0
Office Supplies,11,3787330.0
Office Supplies,14,3787330.0
Office Supplies,41,3787330.0
Office Supplies,6,3787330.0
Office Supplies,21,3787330.0
Office Supplies,32,3787330.0
Office Supplies,30,3787330.0
Office Supplies,18,3787330.0
Office Supplies,142,3787330.0
Office Supplies,17,3787330.0
Office Supplies,52,3787330.0
Office Supplies,66,3787330.0
Office Supplies,6,3787330.0
Office Supplies,7,3787330.0
Office Supplies,16,3787330.0
Office Supplies,39,3787330.0
Office Supplies,26,3787330.0
Office Supplies,206,3787330.0
Office Supplies,20,3787330.0
Office Supplies,36,3787330.0
Office Supplies,15,3787330.0
Office Supplies,16,3787330.0
Office Supplies,14,3787330.0
Office Supplies,25,3787330.0
Office Supplies,132,3787330.0
Office Supplies,25,3787330.0
Office Supplies,34,3787330.0
Office Supplies,11,3787330.0
Office Supplies,8,3787330.0
Office Supplies,8,3787330.0
Office Supplies,11,3787330.0
Office Supplies,49,3787330.0
Office Supplies,16,3787330.0
Office Supplies,94,3787330.0
Office Supplies,28,3787330.0
Office Supplies,33,3787330.0
Office Supplies,15,3787330.0
Office Supplies,36,3787330.0
Office Supplies,14,3787330.0
Office Supplies,41,3787330.0
Office Supplies,48,3787330.0
Office Supplies,16,3787330.0
Office Supplies,44,3787330.0
Office Supplies,19,3787330.0
Office Supplies,6,3787330.0
Office Supplies,21,3787330.0
Office Supplies,33,3787330.0
Office Supplies,26,3787330.0
Office Supplies,22,3787330.0
Office Supplies,7,3787330.0
Office Supplies,20,3787330.0
Office Supplies,30,3787330.0
Office Supplies,14,3787330.0
Office Supplies,132,3787330.0
Office Supplies,27,3787330.0
Office Supplies,10,3787330.0
Office Supplies,53,3787330.0
Office Supplies,19,3787330.0
Office Supplies,36,3787330.0
Office Supplies,22,3787330.0
Office Supplies,30,3787330.0
Office Supplies,69,3787330.0
Office Supplies,11,3787330.0
Office Supplies,32,3787330.0
Office Supplies,206,3787330.0
Office Supplies,47,3787330.0
Office Supplies,10,3787330.0
Office Supplies,14,3787330.0
Office Supplies,48,3787330.0
Office Supplies,26,3787330.0
Office Supplies,56,3787330.0
Office Supplies,11,3787330.0
Office Supplies,21,3787330.0
Office Supplies,500,3787330.0
Office Supplies,13,3787330.0
Office Supplies,46,3787330.0
Office Supplies,310,3787330.0
Office Supplies,61,3787330.0
Office Supplies,16,3787330.0
Office Supplies,52,3787330.0
Office Supplies,13,3787330.0
Office Supplies,11,3787330.0
Office Supplies,17,3787330.0
Office Supplies,49,3787330.0
Office Supplies,11,3787330.0
Office Supplies,18,3787330.0
Office Supplies,17,3787330.0
Office Supplies,25,3787330.0
Office Supplies,46,3787330.0
Office Supplies,16,3787330.0
Office Supplies,17,3787330.0
Office Supplies,18,3787330.0
Office Supplies,39,3787330.0
Office Supplies,24,3787330.0
Office Supplies,41,3787330.0
Office Supplies,45,3787330.0
Office Supplies,51,3787330.0
Office Supplies,13,3787330.0
Office Supplies,17,3787330.0
Office Supplies,17,3787330.0
Office Supplies,23,3787330.0
Office Supplies,48,3787330.0
Office Supplies,47,3787330.0
Office Supplies,48,3787330.0
Office Supplies,27,3787330.0
Office Supplies,28,3787330.0
Office Supplies,69,3787330.0
Office Supplies,11,3787330.0
Office Supplies,25,3787330.0
Office Supplies,212,3787330.0
Office Supplies,19,3787330.0
Office Supplies,54,3787330.0
Office Supplies,15,3787330.0
Office Supplies,25,3787330.0
Office Supplies,29,3787330.0
Office Supplies,67,3787330.0
Office Supplies,30,3787330.0
Office Supplies,207,3787330.0
Office Supplies,7,3787330.0
Office Supplies,20,3787330.0
Office Supplies,30,3787330.0
Office Supplies,22,3787330.0
Office Supplies,22,3787330.0
Office Supplies,51,3787330.0
Office Supplies,300,3787330.0
Office Supplies,57,3787330.0
Office Supplies,198,3787330.0
Office Supplies,11,3787330.0
Office Supplies,30,3787330.0
Office Supplies,197,3787330.0
Office Supplies,128,3787330.0
Office Supplies,16,3787330.0
Office Supplies,20,3787330.0
Office Supplies,23,3787330.0
Office Supplies,54,3787330.0
Office Supplies,14,3787330.0
Office Supplies,13,3787330.0
Office Supplies,197,3787330.0
Office Supplies,11,3787330.0
Office Supplies,58,3787330.0
Office Supplies,570,3787330.0
Office Supplies,24,3787330.0
Office Supplies,11,3787330.0
Office Supplies,13,3787330.0
Office Supplies,46,3787330.0
Office Supplies,8,3787330.0
Office Supplies,12,3787330.0
Office Supplies,48,3787330.0
Office Supplies,37,3787330.0
Office Supplies,32,3787330.0
Office Supplies,14,3787330.0
Office Supplies,20,3787330.0
Office Supplies,22,3787330.0
Office Supplies,11,3787330.0
Office Supplies,26,3787330.0
Office Supplies,5,3787330.0
Office Supplies,17,3787330.0
Office Supplies,57,3787330.0
Office Supplies,19,3787330.0
Office Supplies,11,3787330.0
Office Supplies,27,3787330.0
Office Supplies,11,3787330.0
Office Supplies,63,3787330.0
Office Supplies,27,3787330.0
Office Supplies,11,3787330.0
Office Supplies,18,3787330.0
Office Supplies,58,3787330.0
Office Supplies,31,3787330.0
Office Supplies,10,3787330.0
Office Supplies,16,3787330.0
Office Supplies,24,3787330.0
Office Supplies,25,3787330.0
Office Supplies,9,3787330.0
Office Supplies,30,3787330.0
Office Supplies,12,3787330.0
Office Supplies,55,3787330.0
Office Supplies,25,3787330.0
Office Supplies,23,3787330.0
Office Supplies,26,3787330.0
Office Supplies,54,3787330.0
Office Supplies,30,3787330.0
Office Supplies,8,3787330.0
Office Supplies,15,3787330.0
Office Supplies,52,3787330.0
Office Supplies,7,3787330.0
Office Supplies,18,3787330.0
Office Supplies,22,3787330.0
Office Supplies,34,3787330.0
Office Supplies,7,3787330.0
Office Supplies,49,3787330.0
Office Supplies,128,3787330.0
Office Supplies,11,3787330.0
Office Supplies,22,3787330.0
Office Supplies,212,3787330.0
Office Supplies,19,3787330.0
Office Supplies,32,3787330.0
Office Supplies,17,3787330.0
Office Supplies,142,3787330.0
Office Supplies,17,3787330.0
Office Supplies,11,3787330.0
Office Supplies,12,3787330.0
Office Supplies,12,3787330.0
Office Supplies,15,3787330.0
Office Supplies,23,3787330.0
Office Supplies,517,3787330.0
Office Supplies,567,3787330.0
Office Supplies,11,3787330.0
Office Supplies,137,3787330.0
Office Supplies,13,3787330.0
Office Supplies,45,3787330.0
Office Supplies,28,3787330.0
Office Supplies,25,3787330.0
Office Supplies,18,3787330.0
Office Supplies,34,3787330.0
Office Supplies,93,3787330.0
Office Supplies,53,3787330.0
Office Supplies,406,3787330.0
Office Supplies,38,3787330.0
Office Supplies,140,3787330.0
Office Supplies,24,3787330.0
Office Supplies,22,3787330.0
Office Supplies,30,3787330.0
Office Supplies,14,3787330.0
Office Supplies,56,3787330.0
Office Supplies,56,3787330.0
Office Supplies,38,3787330.0
Office Supplies,54,3787330.0
Office Supplies,97,3787330.0
Office Supplies,49,3787330.0
Office Supplies,32,3787330.0
Office Supplies,28,3787330.0
Office Supplies,32,3787330.0
Office Supplies,23,3787330.0
Office Supplies,45,3787330.0
Office Supplies,40,3787330.0
Office Supplies,107,3787330.0
Office Supplies,17,3787330.0
Office Supplies,30,3787330.0
Office Supplies,17,3787330.0
